1 3 13 43 232 418 401 1172 1404 1581 1832 
1 9 54 133 251 418 401 1172 1404 1581 1832 
1 2 12 33 87 193 354 568 826 546 801 1069 1332 1581 1832 
1 3 13 40 94 200 312 1066 1329 1581 1832 
1 3 13 34 88 200 312 1066 1329 1581 1832 
1 3 13 34 88 197 794 1066 1329 1581 1832 
1 3 13 34 88 194 355 569 818 547 794 1066 1329 1581 1832 
1 3 25 80 167 334 315 460 1282 1558 1832 
1 3 12 33 87 193 354 568 826 546 801 1069 1332 1581 1832 
1 3 22 122 251 418 903 1146 1329 1581 1832 
1 3 13 40 94 200 312 526 1329 1581 1832 
1 3 13 34 88 194 367 498 1306 1581 1832 
1 2 12 33 87 193 354 568 826 547 794 1066 1329 1581 1832 
1 3 13 34 94 200 312 1066 1329 1581 1832 
1 9 54 133 251 418 903 1146 1329 1581 1832 
1 3 13 34 88 202 385 622 1428 1655 1832 
1 3 13 34 88 194 312 526 779 1581 1832 
1 3 13 34 88 194 312 1066 1329 1581 1832 
1 3 13 34 88 194 355 568 826 546 801 1066 1329 1581 1832 
1 3 12 33 87 193 354 568 826 546 801 1066 1329 1581 1832 
1 3 13 34 88 194 364 600 857 1655 1832 
1 3 12 33 87 193 354 568 826 546 801 1069 1329 1581 1832 
1 3 13 43 232 416 420 1198 1428 1655 1832 
1 3 13 40 94 200 794 1066 1329 1581 1832 
1 3 13 34 88 202 382 1146 1329 1581 1832 
1 3 22 122 251 649 878 1066 1329 1581 1832 
1 3 13 34 88 194 367 498 754 1558 1832 
1 3 13 34 87 193 354 568 826 546 794 1066 1329 1581 1832 
1 3 13 46 192 528 794 1066 1329 1581 1832 
1 3 16 37 91 547 794 1066 1329 1581 1832 
1 3 13 34 88 194 355 568 826 547 794 1066 1329 1581 1832 
1 3 13 34 88 194 355 570 336 546 801 1069 1329 1581 1832 
1 11 28 60 138 271 701 986 1282 1558 1832 
1 3 25 80 167 334 747 1041 1329 1581 1832 
1 2 12 33 87 193 354 568 826 546 801 1066 1329 1581 1832 
1 3 13 46 190 332 283 986 1282 1558 1832 
1 3 13 34 87 193 354 568 826 547 794 1066 1329 1581 1832 
1 5 16 37 91 197 794 1066 1329 1581 1832 
1 3 13 34 97 397 401 622 1428 1655 1832 
1 2 12 33 87 193 354 568 826 546 801 1069 1329 1581 1832 
1 3 13 34 94 200 794 1066 1329 1581 1832 
1 3 13 34 88 194 355 568 818 547 794 1066 1329 1581 1832 
1 3 13 33 87 193 354 568 818 547 794 1066 1329 1581 1832 
1 11 31 83 192 528 794 1066 1329 1581 1832 
1 3 13 34 88 205 280 498 754 1558 1832 
1 3 13 34 88 194 355 570 336 548 801 1066 1329 1581 1832 
1 3 13 34 87 193 354 568 818 547 794 1066 1329 1581 1832 
1 3 16 37 91 197 794 1066 1329 1581 1832 
1 3 13 34 88 194 355 570 336 547 794 1066 1329 1581 1832 
1 3 13 33 87 193 354 568 826 546 801 1069 1332 1581 1832 
1 3 25 80 167 334 315 1015 1306 1581 1832 
1 3 19 40 94 547 794 1066 1329 1581 1832 
1 3 13 33 87 193 354 568 826 546 801 1066 1329 1581 1832 
1 3 19 40 94 200 312 526 779 1046 1832 
1 3 13 34 88 194 359 586 836 1581 1832 
1 3 13 34 88 194 355 568 826 546 801 1069 1332 1584 1832 
1 3 25 80 167 503 772 1066 1329 1581 1832 
1 3 13 37 91 547 794 1066 1329 1581 1832 
1 3 13 34 88 194 355 570 336 548 804 1072 1335 1581 1832 
1 3 16 37 91 197 359 586 836 1100 1832 
1 3 13 34 87 193 354 570 818 547 794 1066 1329 1581 1832 
1 3 13 34 88 194 355 568 826 546 801 1069 1329 1581 1832 
1 3 13 34 88 194 355 570 336 546 801 1069 1332 1581 1832 
1 3 25 83 192 528 794 1066 1329 1581 1832 
1 3 22 125 234 627 794 1066 1329 1581 1832 
1 3 13 34 88 194 355 568 826 546 801 1069 1332 1581 1832 
