0.41702,0.32664
0.72032,0.52706
0.00011437,0.88594
0.30233,0.35727
0.14676,0.90854
0.092339,0.62336
0.18626,0.015821
0.34556,0.92944
0.39677,0.6909
0.53882,0.99732
0.41919,0.17234
0.68522,0.13714
0.20445,0.9326
0.87812,0.69682
0.027388,0.066
0.67047,0.75546
0.4173,0.75388
0.55869,0.92302
0.14039,0.71152
0.1981,0.12427
0.80074,0.01988
0.96826,0.026211
0.31342,0.028306
0.69232,0.24621
0.87639,0.86003
0.89461,0.53883
0.085044,0.55282
0.039055,0.84203
0.16983,0.12417
0.87814,0.27918
0.098347,0.58576
0.42111,0.9696
0.95789,0.56103
0.53317,0.018647
0.69188,0.80063
0.31552,0.23297
0.6865,0.80711
0.83463,0.38786
0.018288,0.86354
0.75014,0.74712
0.98886,0.55624
0.74817,0.13646
0.28044,0.059918
0.78928,0.12134
0.10323,0.044552
0.44789,0.10749
0.9086,0.22571
0.29361,0.71299
0.28778,0.55972
0.13003,0.012556
0.019367,0.071974
0.67884,0.96728
0.21163,0.5681
0.26555,0.20329
0.49157,0.25233
0.053363,0.74383
0.57412,0.19543
0.14673,0.58136
0.58931,0.97002
0.69976,0.84683
0.10233,0.23985
0.41406,0.49377
0.6944,0.61996
0.41418,0.82898
0.049953,0.15679
0.5359,0.018576
0.66379,0.070022
0.51489,0.48635
0.94459,0.60633
0.58656,0.56885
0.9034,0.31736
0.13747,0.98862
0.13928,0.57975
0.80739,0.38014
0.39768,0.55095
0.16535,0.74533
0.92751,0.66923
0.34777,0.26492
0.75081,0.066335
0.726,0.37008
0.88331,0.62972
0.62367,0.21017
0.75094,0.75276
0.3489,0.066536
0.26993,0.26032
0.89589,0.80475
0.42809,0.19343
0.96484,0.63946
0.66344,0.52467
0.6217,0.92481
0.11475,0.2633
0.94949,0.065961
0.44991,0.73507
0.57839,0.77218
0.40814,0.90782
0.23703,0.93197
0.90338,0.013952
0.57368,0.23436
0.0028703,0.61678
0.61714,0.94902
