1 3 22 48 109 561 810 
1 7 24 50 109 561 810 
1 3 24 50 109 561 810 
1 3 22 50 109 561 810 
1 11 32 161 347 561 810 
1 3 13 43 102 205 367 584 832 561 810 
1 3 22 43 102 205 367 584 832 561 810 
1 11 32 86 329 561 810 
1 3 22 48 108 215 810 
1 3 22 48 109 216 810 
1 2 13 43 102 205 363 185 347 561 810 
1 2 12 33 88 201 75 185 347 561 810 
1 2 13 34 88 201 75 185 347 561 810 
1 2 13 43 97 201 75 185 347 561 810 
1 3 22 48 107 216 810 
1 3 22 49 108 215 810 
1 3 26 86 192 540 810 
1 2 13 34 97 205 363 580 832 561 810 
1 3 22 50 109 216 810 
1 7 24 50 109 216 810 
1 9 58 128 414 561 810 
1 11 32 86 192 540 810 
1 2 13 43 102 209 367 580 832 561 810 
1 3 13 43 102 209 367 580 832 561 810 
1 9 58 128 234 637 810 
1 9 58 246 347 561 810 
1 3 22 49 108 561 810 
1 7 24 185 347 561 810 
1 3 24 185 347 561 810 
1 7 75 185 347 561 810 
1 2 13 43 102 209 367 584 832 561 810 
1 2 13 43 102 209 371 584 832 561 810 
1 2 13 43 102 209 367 584 832 1111 810 
1 2 13 43 102 209 371 584 832 1111 810 
1 3 22 43 102 205 367 580 832 1111 810 
1 3 22 48 102 205 367 580 832 1111 810 
1 3 22 51 234 637 810 
1 9 57 136 433 637 810 
1 11 31 66 297 540 810 
1 3 22 48 108 561 810 
1 5 23 49 347 561 810 
1 3 25 128 234 637 810 
1 3 22 50 347 561 810 
1 3 24 50 347 561 810 
1 3 23 185 347 561 810 
1 3 23 49 347 561 810 
1 2 13 34 88 201 363 185 347 561 810 
1 3 24 50 109 216 810 
1 3 25 128 414 561 810 
1 3 22 43 97 205 367 584 836 1111 810 
1 3 22 49 347 561 810 
1 7 24 50 347 561 810 
1 3 22 48 107 215 810 
1 2 13 43 97 205 367 580 832 561 810 
1 5 23 49 108 561 810 
1 3 23 49 108 561 810 
1 2 12 33 87 194 75 185 347 561 810 
1 2 12 33 88 194 75 185 347 561 810 
1 3 26 86 329 561 810 
1 5 75 185 347 561 810 
1 2 12 34 97 205 367 584 832 561 810 
1 2 13 34 97 205 367 584 832 561 810 
1 2 12 34 97 205 367 584 836 1111 810 
1 2 12 34 97 205 367 584 832 1111 810 
1 5 23 49 108 215 810 
1 3 23 49 108 215 810 
1 2 13 34 88 201 363 580 832 1111 810 
1 3 13 34 88 201 363 580 832 1111 810 
1 2 12 34 88 201 363 580 832 1111 810 
1 2 13 34 97 205 367 580 347 561 810 
1 2 13 43 97 205 367 580 347 561 810 
1 2 12 34 97 205 363 185 347 561 810 
1 3 13 43 97 205 363 185 347 561 810 
1 3 22 48 102 205 363 580 832 1111 810 
1 3 22 48 102 209 371 584 832 1111 810 
1 5 23 185 347 561 810 
1 2 13 43 102 205 363 580 347 561 810 
1 3 13 43 102 209 367 584 832 1111 810 
1 3 13 43 102 209 371 584 832 1111 810 
1 3 22 43 102 209 367 580 832 561 810 
1 2 13 34 97 201 75 185 347 561 810 
1 2 13 34 97 205 367 580 832 1111 810 
1 3 13 43 97 201 363 580 832 561 810 
1 3 13 43 102 209 367 584 832 561 810 
1 3 13 43 102 209 371 584 832 561 810 
1 2 12 34 88 201 75 185 347 561 810 
1 2 13 34 88 201 363 580 832 561 810 
1 3 22 48 102 205 367 584 832 561 810 
1 3 22 48 102 209 367 584 832 561 810 
1 3 22 48 102 205 367 584 832 1111 810 
1 3 22 48 102 209 367 584 832 1111 810 
1 3 22 43 97 205 363 185 347 561 810 
1 3 22 52 192 540 810 
1 2 13 34 97 205 367 584 832 1111 810 
1 2 13 34 97 205 367 584 836 1111 810 
1 3 13 43 102 205 363 580 347 561 810 
1 3 13 43 102 205 363 185 347 561 810 
1 2 13 43 102 209 371 588 836 1111 810 
1 3 13 34 97 205 363 580 832 1111 810 
1 3 13 34 97 205 367 580 832 1111 810 
1 2 12 33 88 201 363 580 347 561 810 
1 2 12 33 88 201 363 580 832 561 810 
1 2 12 34 88 201 363 580 832 561 810 
1 3 13 43 102 205 367 580 347 561 810 
1 3 13 43 102 209 367 580 347 561 810 
1 3 13 43 102 205 367 580 832 561 810 
1 2 13 43 97 205 367 584 832 561 810 
1 2 13 43 97 201 363 580 832 1111 810 
1 2 13 43 97 205 363 580 347 561 810 
1 2 13 43 97 201 363 580 347 561 810 
1 3 22 43 97 201 363 580 347 561 810 
1 3 13 34 97 205 367 584 836 1111 810 
1 3 22 48 107 214 371 584 832 561 810 
1 3 13 34 88 201 363 185 347 561 810 
1 3 13 43 97 201 363 185 347 561 810 
1 3 13 34 97 201 363 185 347 561 810 
1 3 13 43 102 205 367 580 832 1111 810 
1 2 13 43 97 205 363 580 832 1111 810 
1 3 13 43 102 209 367 580 832 1111 810 
1 3 13 43 102 209 367 584 836 1111 810 
1 3 22 48 107 209 367 584 832 1111 810 
1 3 22 48 107 214 371 584 832 1111 810 
1 3 22 48 107 209 371 584 832 1111 810 
1 3 22 43 97 201 363 185 347 561 810 
1 3 22 43 102 205 363 185 347 561 810 
1 3 22 48 102 205 363 185 347 561 810 
1 3 22 43 102 205 363 580 347 561 810 
1 3 22 43 102 205 363 580 832 1111 810 
1 3 22 48 102 205 367 580 347 561 810 
1 3 22 48 102 209 367 580 347 561 810 
1 2 12 33 88 201 363 580 832 1111 810 
1 3 22 43 102 209 367 580 347 561 810 
1 2 13 43 102 205 367 580 832 1111 810 
1 2 13 43 102 205 367 584 832 1111 810 
1 2 13 43 97 205 367 580 832 1111 810 
1 2 13 43 97 205 367 584 836 1111 810 
1 2 13 43 97 201 363 185 347 561 810 
1 2 12 34 88 194 75 185 347 561 810 
1 2 13 34 88 194 75 185 347 561 810 
1 2 12 34 97 201 75 185 347 561 810 
1 3 22 43 97 205 363 580 832 1111 810 
1 3 22 43 102 209 371 584 832 1111 810 
1 3 22 43 102 205 367 584 836 1111 810 
1 3 22 48 102 205 367 584 836 1111 810 
1 3 22 43 102 209 367 584 836 1111 810 
1 3 22 48 102 209 367 584 836 1111 810 
1 3 13 43 102 205 363 580 832 561 810 
1 3 13 34 97 205 367 584 832 1111 810 
1 2 13 34 97 201 363 185 347 561 810 
1 2 13 34 97 205 363 185 347 561 810 
1 3 13 43 97 201 75 185 347 561 810 
1 2 12 33 88 201 363 185 347 561 810 
1 2 12 34 97 201 363 185 347 561 810 
1 2 12 34 97 205 367 580 832 561 810 
