0.41702,0.071974
0.72032,0.96728
0.00011437,0.5681
0.30233,0.20329
0.14676,0.25233
0.092339,0.74383
0.18626,0.19543
0.34556,0.58136
0.39677,0.97002
0.53882,0.84683
0.41919,0.23985
0.68522,0.49377
0.20445,0.61996
0.87812,0.82898
0.027388,0.15679
0.67047,0.018576
0.4173,0.070022
0.55869,0.48635
0.14039,0.60633
0.1981,0.56885
0.80074,0.31736
0.96826,0.98862
0.31342,0.57975
0.69232,0.38014
0.87639,0.55095
0.89461,0.74533
0.085044,0.66923
0.039055,0.26492
0.16983,0.066335
0.87814,0.37008
0.098347,0.62972
0.42111,0.21017
0.95789,0.75276
0.53317,0.066536
0.69188,0.26032
0.31552,0.80475
0.6865,0.19343
0.83463,0.63946
0.018288,0.52467
0.75014,0.92481
0.98886,0.2633
0.74817,0.065961
0.28044,0.73507
0.78928,0.77218
0.10323,0.90782
0.44789,0.93197
0.9086,0.013952
0.29361,0.23436
0.28778,0.61678
0.13003,0.94902
0.019367,0.95018
0.67884,0.55665
0.21163,0.91561
0.26555,0.64157
0.49157,0.39001
0.053363,0.48599
0.57412,0.60431
0.14673,0.54955
0.58931,0.92618
0.69976,0.91873
0.10233,0.39488
0.41406,0.96326
0.6944,0.17396
0.41418,0.12633
0.049953,0.13508
0.5359,0.50566
0.66379,0.021525
0.51489,0.94797
0.94459,0.82712
0.58656,0.015019
0.9034,0.1762
0.13747,0.33206
0.13928,0.131
0.80739,0.80949
0.39768,0.34474
0.16535,0.94011
0.92751,0.58201
0.34777,0.87883
0.75081,0.84473
0.726,0.90539
0.88331,0.45988
0.62367,0.54635
0.75094,0.7986
0.3489,0.28572
0.26993,0.49025
0.89589,0.59911
0.42809,0.015533
0.96484,0.59348
0.66344,0.43368
0.6217,0.80736
0.11475,0.31524
0.94949,0.89289
0.44991,0.57786
0.57839,0.18401
0.40814,0.78793
0.23703,0.61203
0.90338,0.053909
0.57368,0.42019
0.0028703,0.67907
0.61714,0.9186
0.32664,0.00040202
0.52706,0.97676
0.88594,0.37658
0.35727,0.97378
0.90854,0.60472
0.62336,0.82885
0.015821,0.57471
0.92944,0.62808
0.6909,0.28558
0.99732,0.58683
0.17234,0.75002
0.13714,0.85831
0.9326,0.75508
0.69682,0.69806
0.066,0.86448
0.75546,0.32268
0.75388,0.67079
0.92302,0.45087
0.71152,0.3821
0.12427,0.41081
0.01988,0.40148
0.026211,0.31738
0.028306,0.62192
0.24621,0.43025
0.86003,0.9738
0.53883,0.6778
0.55282,0.19857
0.84203,0.4267
0.12417,0.34335
0.27918,0.79764
0.58576,0.88
0.9696,0.90384
0.56103,0.66272
0.018647,0.27021
0.80063,0.25237
0.23297,0.8549
0.80711,0.52771
0.38786,0.80216
0.86354,0.57249
0.74712,0.73314
0.55624,0.51901
0.13646,0.77088
0.059918,0.56886
0.12134,0.46571
0.044552,0.34269
0.10749,0.068209
0.22571,0.37792
0.71299,0.079626
0.55972,0.98282
0.012556,0.18161
